Attack,AttackIntensity,Distance,Stations,PayloadSize,LoadFactor,MCS,ChannelWidth,GI,Throughput,TxPackets,RxPackets,LostPackets,PacketLossRate,Delay,Jitter
occupancy,low,20,20,700,1,11,160,800,593.722,2227953,1060218,18,0.000807917,20,0
occupancy,low,20,20,700,1,11,160,3200,504.64,1906273,901143,16,0.000839334,20,0
occupancy,medium,1,2,700,1,3,20,800,24.649,228116,44016,173311,75.9749,2755,1
occupancy,medium,1,2,700,1,3,20,3200,20.935,218900,37384,170743,78.0005,3125,1
occupancy,medium,1,2,700,1,3,80,800,101.9,424020,181964,231234,54.5337,811,0
occupancy,medium,1,2,700,1,3,80,3200,87.3701,385416,156018,218632,56.7262,930,0
occupancy,medium,1,2,700,1,3,160,800,192.317,681374,343423,327123,48.0093,468,0
occupancy,medium,1,2,700,1,3,160,3200,166.215,604170,296813,296527,49.0801,529,0
occupancy,medium,1,2,700,1,7,20,800,61.9674,320290,110656,198854,62.0856,1258,0
occupancy,medium,1,2,700,1,7,20,3200,52.6378,297248,93996,192451,64.7443,1452,0
occupancy,medium,1,2,700,1,7,80,800,234.207,810044,418227,380949,47.0282,399,0
occupancy,medium,1,2,700,1,7,80,3200,203.181,713548,362824,339858,47.6293,448,0
occupancy,medium,1,2,700,1,7,160,800,411.273,1453420,734416,707919,48.7071,257,0
occupancy,medium,1,2,700,1,7,160,3200,362.489,1260400,647302,602068,47.768,284,0
occupancy,medium,1,2,700,1,11,20,800,101.282,422706,180860,231051,54.66,815,0
occupancy,medium,1,2,700,1,11,20,3200,86.8319,384302,155057,218437,56.8399,934,0
occupancy,medium,1,2,700,1,11,80,800,355.463,1238996,634756,593236,47.8804,287,0
occupancy,medium,1,2,700,1,11,80,3200,311.741,1078120,556681,510487,47.3497,318,0
occupancy,medium,1,2,700,1,11,160,800,610.324,2311210,1089865,1210114,52.3585,106,0
occupancy,medium,1,2,700,1,11,160,3200,534.444,1989654,954364,1024128,51.4727,125,0
occupancy,medium,20,2,700,1,3,20,800,24.649,228116,44016,173311,75.9749,2755,1
occupancy,medium,20,2,700,1,3,20,3200,20.935,218900,37384,170743,78.0005,3125,1
occupancy,medium,20,2,700,1,3,80,800,101.9,424020,181964,231234,54.5337,811,0
occupancy,medium,20,2,700,1,3,80,3200,87.3701,385416,156018,218632,56.7262,930,0
occupancy,medium,20,2,700,1,3,160,800,192.317,681374,343423,327123,48.0093,468,0
occupancy,medium,20,2,700,1,3,160,3200,166.215,604170,296813,296527,49.0801,529,0
occupancy,medium,20,2,700,1,7,20,800,61.9674,320290,110656,198854,62.0856,1258,0
occupancy,medium,20,2,700,1,7,20,3200,52.6378,297248,93996,192451,64.7443,1452,0
occupancy,medium,20,2,700,1,7,80,800,55.4736,810044,99060,695848,85.9025,592,1
occupancy,medium,20,2,700,1,7,80,3200,48.3252,713548,86295,610727,85.5902,665,1
occupancy,medium,20,2,700,1,7,160,800,360.143,1453420,643113,1,6.88032e-05,0,0
occupancy,medium,20,2,700,1,7,160,3200,306.121,1260400,546645,1,7.93399e-05,0,0
occupancy,medium,20,2,700,1,11,20,800,71.6632,422706,127970,1,0.000236571,0,0
occupancy,medium,20,2,700,1,11,20,3200,60.914,384302,108775,1,0.000260212,0,0
occupancy,medium,20,2,700,1,11,80,800,300.131,1238996,535949,1,8.07105e-05,0,0
occupancy,medium,20,2,700,1,11,80,3200,255.105,1078120,455544,1,9.27541e-05,0,0
occupancy,medium,20,2,700,1,11,160,800,600.222,2311210,1071825,1,4.32674e-05,0,0
occupancy,medium,20,2,700,1,11,160,3200,510.231,1989654,911127,1,5.026e-05,0,0
occupancy,medium,1,10,700,1,3,20,800,28.1551,228116,50277,166270,72.8884,2745,35
occupancy,medium,1,10,700,1,3,20,3200,23.8734,218906,42631,164839,75.3013,2742,44
occupancy,medium,1,10,700,1,3,80,800,116.2,424026,207500,202948,47.8622,3660,1
occupancy,medium,1,10,700,1,3,80,3200,99.6744,385416,177990,196475,50.9774,4338,10
occupancy,medium,1,10,700,1,3,160,800,219.079,681376,391212,278936,40.9372,1986,0
occupancy,medium,1,10,700,1,3,160,3200,189.407,604176,338227,254808,42.1745,2314,1
occupancy,medium,1,10,700,1,7,20,800,70.8831,320296,126577,182791,57.0694,5470,12
occupancy,medium,1,10,700,1,7,20,3200,60.1726,297256,107451,178889,60.1801,5047,13
occupancy,medium,1,10,700,1,7,80,800,266.488,810056,475872,322861,39.8566,1606,0
occupancy,medium,1,10,700,1,7,80,3200,231.312,713546,413057,289247,40.5366,1875,0
occupancy,medium,1,10,700,1,7,160,800,467.886,1453436,835511,593316,40.8216,838,0
occupancy,medium,1,10,700,1,7,160,3200,412.595,1260416,736777,501082,39.7553,976,0
occupancy,medium,1,10,700,1,11,20,800,115.685,422706,206581,202569,47.922,3675,1
occupancy,medium,1,10,700,1,11,20,3200,99.2197,384306,177178,196201,51.0533,4355,10
occupancy,medium,1,10,700,1,11,80,800,404.387,1238976,722120,494486,39.9109,994,0
occupancy,medium,1,10,700,1,11,80,3200,354.585,1078136,633187,406003,37.6579,1172,0
occupancy,medium,1,10,700,1,11,160,800,665.031,2311256,1187556,1089853,47.1541,521,0
occupancy,medium,1,10,700,1,11,160,3200,595.754,1989596,1063846,895344,45.0013,606,0
occupancy,medium,20,10,700,1,3,20,800,28.1551,228116,50277,166270,72.8884,2745,35
occupancy,medium,20,10,700,1,3,20,3200,23.8734,218906,42631,164839,75.3013,2742,44
occupancy,medium,20,10,700,1,3,80,800,116.2,424026,207500,202948,47.8622,3660,1
occupancy,medium,20,10,700,1,3,80,3200,99.6744,385416,177990,196475,50.9774,4338,10
occupancy,medium,20,10,700,1,3,160,800,219.079,681376,391212,278936,40.9372,1986,0
occupancy,medium,20,10,700,1,3,160,3200,189.407,604176,338227,254808,42.1745,2314,1
occupancy,medium,20,10,700,1,7,20,800,70.8831,320296,126577,182791,57.0694,5470,12
occupancy,medium,20,10,700,1,7,20,3200,60.1726,297256,107451,178889,60.1801,5047,13
occupancy,medium,20,10,700,1,7,80,800,80.7223,810056,144147,624955,77.1496,2146,12
occupancy,medium,20,10,700,1,7,80,3200,71.5708,713546,127805,532412,74.615,2547,12
occupancy,medium,20,10,700,1,7,160,800,352.838,1453436,630067,5,0.000344012,5,0
occupancy,medium,20,10,700,1,7,160,3200,305.96,1260416,546358,5,0.000396694,5,0
occupancy,medium,20,10,700,1,11,20,800,70.2134,422706,125381,5,0.00118286,5,0
occupancy,medium,20,10,700,1,11,20,3200,59.6842,384306,106579,5,0.00130105,5,0
occupancy,medium,20,10,700,1,11,80,800,294.033,1238976,525059,5,0.000403559,5,0
occupancy,medium,20,10,700,1,11,80,3200,249.931,1078136,446305,5,0.000463763,5,0
occupancy,medium,20,10,700,1,11,160,800,588.045,2311256,1050081,5,0.000216333,5,0
occupancy,medium,20,10,700,1,11,160,3200,509.957,1989596,910638,6,0.000301569,5,0
occupancy,medium,1,20,700,1,3,20,800,28.3517,228126,50628,159959,70.1187,2756,127
occupancy,medium,1,20,700,1,3,20,3200,24.2368,218906,43280,161961,73.9866,3353,170
occupancy,medium,1,20,700,1,3,80,800,113.809,424026,203230,204487,48.2251,6133,24
occupancy,medium,1,20,700,1,3,80,3200,98.1294,385426,175231,195754,50.789,5532,43
occupancy,medium,1,20,700,1,3,160,800,207.389,681386,370337,281525,41.3165,3910,5
occupancy,medium,1,20,700,1,3,160,3200,180.968,604166,323157,254230,42.0795,4455,22
occupancy,medium,1,20,700,1,7,20,800,70.4609,320306,125823,177152,55.3071,2973,49
occupancy,medium,1,20,700,1,7,20,3200,60.1238,297266,107364,171465,57.6807,2194,66
occupancy,medium,1,20,700,1,7,80,800,248.274,810066,443346,332574,41.0552,3233,2
occupancy,medium,1,20,700,1,7,80,3200,217.764,713546,388864,294006,41.2035,3718,5
occupancy,medium,1,20,700,1,7,160,800,409.812,1453446,731807,664365,45.7096,1726,0
occupancy,medium,1,20,700,1,7,160,3200,367.228,1260426,655765,554331,43.9797,2009,1
occupancy,medium,1,20,700,1,11,20,800,113.464,422706,202614,199924,47.2962,5328,25
occupancy,medium,1,20,700,1,11,20,3200,97.7743,384306,174597,190866,49.6651,3784,42
occupancy,medium,1,20,700,1,11,80,800,362.067,1238986,646548,542867,43.8154,2048,1
occupancy,medium,1,20,700,1,11,80,3200,322.497,1078126,575887,458500,42.5275,2378,1
occupancy,medium,1,20,700,1,11,160,800,553.783,2311286,988898,1223655,52.9426,1071,0
occupancy,medium,1,20,700,1,11,160,3200,506.176,1989606,903885,1000093,50.2659,1247,0
occupancy,medium,20,20,700,1,3,20,800,28.3517,228126,50628,159959,70.1187,2756,127
occupancy,medium,20,20,700,1,3,20,3200,24.2368,218906,43280,161961,73.9866,3353,170
occupancy,medium,20,20,700,1,3,80,800,113.809,424026,203230,204487,48.2251,6133,24
occupancy,medium,20,20,700,1,3,80,3200,98.1294,385426,175231,195754,50.789,5532,43
occupancy,medium,20,20,700,1,3,160,800,207.389,681386,370337,281525,41.3165,3910,5
occupancy,medium,20,20,700,1,3,160,3200,180.968,604166,323157,254230,42.0795,4455,22
occupancy,medium,20,20,700,1,7,20,800,70.4609,320306,125823,177152,55.3071,2973,49
occupancy,medium,20,20,700,1,7,20,3200,60.1238,297266,107364,171465,57.6807,2194,66
occupancy,medium,20,20,700,1,7,80,800,75.6409,810066,135073,590756,72.9269,4316,45
occupancy,medium,20,20,700,1,7,80,3200,68.6762,713546,122636,517289,72.4955,4963,48
occupancy,medium,20,20,700,1,7,160,800,356.238,1453446,636140,10,0.00068802,20,0
occupancy,medium,20,20,700,1,7,160,3200,302.801,1260426,540716,10,0.000793383,21,0
occupancy,medium,20,20,700,1,11,20,800,70.8943,422706,126597,10,0.00236571,25,10
occupancy,medium,20,20,700,1,11,20,3200,59.0414,384306,105431,10,0.00260209,23,10
occupancy,medium,20,20,700,1,11,80,800,299.82,1238986,535392,10,0.000807112,20,0
occupancy,medium,20,20,700,1,11,80,3200,247.185,1078126,441401,10,0.000927535,23,0
occupancy,medium,20,20,700,1,11,160,800,593.722,2311286,1060218,18,0.000778787,20,0
occupancy,medium,20,20,700,1,11,160,3200,504.64,1989606,901143,16,0.000804179,20,0
occupancy,high,1,2,700,1,3,20,800,24.6327,394783,43987,339965,86.1144,2679,1
occupancy,high,1,2,700,1,3,20,3200,20.9188,385567,37355,337342,87.4924,3040,1
occupancy,high,1,2,700,1,3,80,800,101.802,590687,181789,398042,67.3863,755,0
occupancy,high,1,2,700,1,3,80,3200,87.3174,552083,155924,385295,69.7893,872,0
occupancy,high,1,2,700,1,3,160,800,192.252,848041,343308,493852,58.2344,413,0
occupancy,high,1,2,700,1,3,160,3200,166.159,770837,296713,463261,60.0984,474,0
occupancy,high,1,2,700,1,7,20,800,61.9058,486957,110546,365588,75.076,1200,0
occupancy,high,1,2,700,1,7,20,3200,52.5963,463915,93922,359177,77.423,1391,0
occupancy,high,1,2,700,1,7,80,800,234.146,976711,418118,547676,56.0735,343,0
occupancy,high,1,2,700,1,7,80,3200,203.113,880215,362702,506586,57.5525,392,0
occupancy,high,1,2,700,1,7,160,800,411.221,1620087,734324,874657,53.9883,203,0
occupancy,high,1,2,700,1,7,160,3200,362.427,1427067,647191,768801,53.8728,228,0
occupancy,high,1,2,700,1,11,20,800,101.182,589373,180683,397847,67.5034,759,0
occupancy,high,1,2,700,1,11,20,3200,86.7765,550969,154958,385163,69.9065,878,0
occupancy,high,1,2,700,1,11,80,800,355.401,1405663,634645,759969,54.0648,231,0
occupancy,high,1,2,700,1,11,80,3200,311.683,1244787,556576,677215,54.4041,262,0
occupancy,high,1,2,700,1,11,160,800,587.151,2477877,1048484,1417957,57.2247,147,0
occupancy,high,1,2,700,1,11,160,3200,525.898,2156321,939103,1205795,55.9191,162,0
occupancy,high,20,2,700,1,3,20,800,24.6327,394783,43987,339965,86.1144,2679,1
occupancy,high,20,2,700,1,3,20,3200,20.9188,385567,37355,337342,87.4924,3040,1
occupancy,high,20,2,700,1,3,80,800,101.802,590687,181789,398042,67.3863,755,0
occupancy,high,20,2,700,1,3,80,3200,87.3174,552083,155924,385295,69.7893,872,0
occupancy,high,20,2,700,1,3,160,800,192.252,848041,343308,493852,58.2344,413,0
occupancy,high,20,2,700,1,3,160,3200,166.159,770837,296713,463261,60.0984,474,0
occupancy,high,20,2,700,1,7,20,800,61.9058,486957,110546,365588,75.076,1200,0
occupancy,high,20,2,700,1,7,20,3200,52.5963,463915,93922,359177,77.423,1391,0
occupancy,high,20,2,700,1,7,80,800,55.0872,976711,98370,861675,88.2221,536,1
occupancy,high,20,2,700,1,7,80,3200,48.3801,880215,86393,775081,88.0559,606,1
occupancy,high,20,2,700,1,7,160,800,360.143,1620087,643113,1,6.17251e-05,0,0
occupancy,high,20,2,700,1,7,160,3200,306.121,1427067,546645,1,7.00738e-05,0,0
occupancy,high,20,2,700,1,11,20,800,71.6632,589373,127970,1,0.000169672,0,0
occupancy,high,20,2,700,1,11,20,3200,60.914,550969,108775,1,0.000181498,0,0
occupancy,high,20,2,700,1,11,80,800,300.131,1405663,535949,1,7.11408e-05,0,0
occupancy,high,20,2,700,1,11,80,3200,255.105,1244787,455544,1,8.0335e-05,0,0
occupancy,high,20,2,700,1,11,160,800,600.222,2477877,1071825,1,4.03571e-05,0,0
occupancy,high,20,2,700,1,11,160,3200,510.231,2156321,911127,1,4.63753e-05,0,0
occupancy,high,1,10,700,1,3,20,800,27.8186,394783,49676,329636,83.498,1998,35
occupancy,high,1,10,700,1,3,20,3200,23.7838,385573,42471,329871,85.5534,2081,43
occupancy,high,1,10,700,1,3,80,800,116.043,590693,207219,364538,61.7136,3375,2
occupancy,high,1,10,700,1,3,80,3200,99.199,552083,177141,354947,64.2923,3763,4
occupancy,high,1,10,700,1,3,160,800,218.959,848043,390999,445689,52.555,1974,0
occupancy,high,1,10,700,1,3,160,3200,189.323,770843,338077,421479,54.6777,2302,1
occupancy,high,1,10,700,1,7,20,800,70.8137,486963,126453,347868,71.4362,4995,12
occupancy,high,1,10,700,1,7,20,3200,60.1154,463923,107349,344152,74.183,4277,13
occupancy,high,1,10,700,1,7,80,800,266.426,976723,475760,489528,50.1194,1595,0
occupancy,high,1,10,700,1,7,80,3200,231.116,880213,412708,456122,51.8195,1862,0
occupancy,high,1,10,700,1,7,160,800,467.784,1620103,835328,760051,46.9137,826,0
occupancy,high,1,10,700,1,7,160,3200,412.444,1427083,736508,678734,47.5609,959,0
occupancy,high,1,10,700,1,11,20,800,115.43,589373,206125,364316,61.8142,3396,2
occupancy,high,1,10,700,1,11,20,3200,98.6653,550973,176188,354872,64.4082,3788,4
occupancy,high,1,10,700,1,11,80,800,404.494,1405643,722311,671562,47.7761,977,0
occupancy,high,1,10,700,1,11,80,3200,354.583,1244803,633184,572614,46.0004,1155,0
occupancy,high,1,10,700,1,11,160,800,665.156,2477923,1187778,1256257,50.698,508,0
occupancy,high,1,10,700,1,11,160,3200,595.454,2156263,1063311,1062462,49.2733,591,0
occupancy,high,20,10,700,1,3,20,800,27.8186,394783,49676,329636,83.498,1998,35
occupancy,high,20,10,700,1,3,20,3200,23.7838,385573,42471,329871,85.5534,2081,43
occupancy,high,20,10,700,1,3,80,800,116.043,590693,207219,364538,61.7136,3375,2
occupancy,high,20,10,700,1,3,80,3200,99.199,552083,177141,354947,64.2923,3763,4
occupancy,high,20,10,700,1,3,160,800,218.959,848043,390999,445689,52.555,1974,0
occupancy,high,20,10,700,1,3,160,3200,189.323,770843,338077,421479,54.6777,2302,1
occupancy,high,20,10,700,1,7,20,800,70.8137,486963,126453,347868,71.4362,4995,12
occupancy,high,20,10,700,1,7,20,3200,60.1154,463923,107349,344152,74.183,4277,13
occupancy,high,20,10,700,1,7,80,800,81.4386,976723,145426,769217,78.7549,2177,12
occupancy,high,20,10,700,1,7,80,3200,74.3316,880213,132735,709145,80.5652,2449,12
occupancy,high,20,10,700,1,7,160,800,352.838,1620103,630067,5,0.000308622,5,0
occupancy,high,20,10,700,1,7,160,3200,305.96,1427083,546358,5,0.000350365,5,0
occupancy,high,20,10,700,1,11,20,800,70.2134,589373,125381,5,0.000848359,5,0
occupancy,high,20,10,700,1,11,20,3200,59.6842,550973,106579,5,0.000907485,5,0
occupancy,high,20,10,700,1,11,80,800,294.033,1405643,525059,5,0.000355709,5,0
occupancy,high,20,10,700,1,11,80,3200,249.931,1244803,446305,5,0.00040167,5,0
occupancy,high,20,10,700,1,11,160,800,588.045,2477923,1050081,5,0.000201782,5,0
occupancy,high,20,10,700,1,11,160,3200,509.957,2156263,910638,6,0.000278259,5,0
occupancy,high,1,20,700,1,3,20,800,28.5578,394793,50996,329536,83.4706,2735,137
occupancy,high,1,20,700,1,3,20,3200,24.2189,385573,43248,328518,85.2025,3117,170
occupancy,high,1,20,700,1,3,80,800,113.451,590693,202591,363810,61.5904,5809,25
occupancy,high,1,20,700,1,3,80,3200,97.692,552093,174450,355328,64.3602,4585,42
occupancy,high,1,20,700,1,3,160,800,207.431,848053,370413,445413,52.5218,3760,6
occupancy,high,1,20,700,1,3,160,3200,181.064,770833,323329,418436,54.2836,4263,22
occupancy,high,1,20,700,1,7,20,800,69.7441,486973,124543,341838,70.1965,2596,51
occupancy,high,1,20,700,1,7,20,3200,59.7923,463933,106772,332171,71.5989,1831,60
occupancy,high,1,20,700,1,7,80,800,248.422,976733,443611,495685,50.7493,3134,2
occupancy,high,1,20,700,1,7,80,3200,217.825,880213,388973,457720,52.001,3591,6
occupancy,high,1,20,700,1,7,160,800,410.587,1620113,733191,823192,50.8108,1719,0
occupancy,high,1,20,700,1,7,160,3200,367.879,1427093,656927,714375,50.0581,1996,1
occupancy,high,1,20,700,1,11,20,800,112.967,589373,201727,363367,61.6531,5817,25
occupancy,high,1,20,700,1,11,20,3200,97.0166,550973,173244,354359,64.3151,4514,41
occupancy,high,1,20,700,1,11,80,800,362.318,1405653,646997,703751,50.0658,2031,1
occupancy,high,1,20,700,1,11,80,3200,322.844,1244793,576508,619892,49.7988,2346,1
occupancy,high,1,20,700,1,11,160,800,555.112,2477953,991272,1377214,55.5787,1071,0
occupancy,high,1,20,700,1,11,160,3200,505.384,2156273,902472,1177250,54.5965,1235,0
occupancy,high,20,20,700,1,3,20,800,28.5578,394793,50996,329536,83.4706,2735,137
occupancy,high,20,20,700,1,3,20,3200,24.2189,385573,43248,328518,85.2025,3117,170
occupancy,high,20,20,700,1,3,80,800,113.451,590693,202591,363810,61.5904,5809,25
occupancy,high,20,20,700,1,3,80,3200,97.692,552093,174450,355328,64.3602,4585,42
occupancy,high,20,20,700,1,3,160,800,207.431,848053,370413,445413,52.5218,3760,6
occupancy,high,20,20,700,1,3,160,3200,181.064,770833,323329,418436,54.2836,4263,22
occupancy,high,20,20,700,1,7,20,800,69.7441,486973,124543,341838,70.1965,2596,51
occupancy,high,20,20,700,1,7,20,3200,59.7923,463933,106772,332171,71.5989,1831,60
occupancy,high,20,20,700,1,7,80,800,77.5303,976733,138447,789744,80.8557,4287,47
occupancy,high,20,20,700,1,7,80,3200,68.5972,880213,122495,691972,78.6142,4857,46
occupancy,high,20,20,700,1,7,160,800,356.238,1620113,636140,10,0.000617241,20,0
occupancy,high,20,20,700,1,7,160,3200,302.801,1427093,540716,10,0.000700725,21,0
occupancy,high,20,20,700,1,11,20,800,70.8943,589373,126597,10,0.00169672,25,10
occupancy,high,20,20,700,1,11,20,3200,59.0414,550973,105431,10,0.00181497,23,10
occupancy,high,20,20,700,1,11,80,800,299.82,1405653,535392,10,0.000711413,20,0
occupancy,high,20,20,700,1,11,80,3200,247.185,1244793,441401,10,0.000803346,23,0
occupancy,high,20,20,700,1,11,160,800,593.722,2477953,1060218,18,0.000726406,20,0
occupancy,high,20,20,700,1,11,160,3200,504.64,2156273,901143,16,0.000742021,20,0
occupancy,extreme,1,2,700,1,3,20,800,24.6243,561449,43972,506551,90.2221,2646,1
occupancy,extreme,1,2,700,1,3,20,3200,20.9126,552233,37344,503998,91.2655,3007,1
occupancy,extreme,1,2,700,1,3,80,800,101.781,757353,181751,564696,74.5618,735,0
occupancy,extreme,1,2,700,1,3,80,3200,87.2575,718749,155817,552020,76.8029,853,0
occupancy,extreme,1,2,700,1,3,160,800,192.161,1014707,343145,660578,65.1004,394,0
occupancy,extreme,1,2,700,1,3,160,3200,166.071,937503,296555,629982,67.1979,456,0
occupancy,extreme,1,2,700,1,7,20,800,61.9013,653623,110538,532236,81.4286,1179,0
occupancy,extreme,1,2,700,1,7,20,3200,52.5554,630581,93849,525764,83.3777,1368,0
occupancy,extreme,1,2,700,1,7,80,800,234.1,1143377,418036,714400,62.4816,324,0
occupancy,extreme,1,2,700,1,7,80,3200,203.03,1046881,362553,673376,64.3221,373,0
occupancy,extreme,1,2,700,1,7,160,800,411.1,1786753,734107,1041317,58.2799,184,0
occupancy,extreme,1,2,700,1,7,160,3200,362.329,1593733,647016,935460,58.6962,209,0
occupancy,extreme,1,2,700,1,11,20,800,101.158,756039,180640,564503,74.6659,738,0
occupancy,extreme,1,2,700,1,11,20,3200,86.7177,717635,154853,551888,76.9037,857,0
occupancy,extreme,1,2,700,1,11,80,800,355.291,1572329,634448,926627,58.9334,211,0
occupancy,extreme,1,2,700,1,11,80,3200,311.579,1411453,556391,843809,59.783,241,0
occupancy,extreme,1,2,700,1,11,160,800,587.168,2644543,1048515,1584615,59.9202,127,0
occupancy,extreme,1,2,700,1,11,160,3200,525.926,2322987,939153,1372519,59.0842,142,0
occupancy,extreme,20,2,700,1,3,20,800,24.6243,561449,43972,506551,90.2221,2646,1
occupancy,extreme,20,2,700,1,3,20,3200,20.9126,552233,37344,503998,91.2655,3007,1
occupancy,extreme,20,2,700,1,3,80,800,101.781,757353,181751,564696,74.5618,735,0
occupancy,extreme,20,2,700,1,3,80,3200,87.2575,718749,155817,552020,76.8029,853,0
occupancy,extreme,20,2,700,1,3,160,800,192.161,1014707,343145,660578,65.1004,394,0
occupancy,extreme,20,2,700,1,3,160,3200,166.071,937503,296555,629982,67.1979,456,0
occupancy,extreme,20,2,700,1,7,20,800,61.9013,653623,110538,532236,81.4286,1179,0
occupancy,extreme,20,2,700,1,7,20,3200,52.5554,630581,93849,525764,83.3777,1368,0
occupancy,extreme,20,2,700,1,7,80,800,55.2031,1143377,98577,1026859,89.8093,517,1
occupancy,extreme,20,2,700,1,7,80,3200,48.0351,1046881,85777,940332,89.8222,591,1
occupancy,extreme,20,2,700,1,7,160,800,360.143,1786753,643113,1,5.59674e-05,0,0
occupancy,extreme,20,2,700,1,7,160,3200,306.121,1593733,546645,1,6.27458e-05,0,0
occupancy,extreme,20,2,700,1,11,20,800,71.6632,756039,127970,1,0.000132268,0,0
occupancy,extreme,20,2,700,1,11,20,3200,60.914,717635,108775,1,0.000139347,0,0
occupancy,extreme,20,2,700,1,11,80,800,300.131,1572329,535949,1,6.35999e-05,0,0
occupancy,extreme,20,2,700,1,11,80,3200,255.105,1411453,455544,1,7.0849e-05,0,0
occupancy,extreme,20,2,700,1,11,160,800,600.222,2644543,1071825,1,3.78137e-05,0,0
occupancy,extreme,20,2,700,1,11,160,3200,510.231,2322987,911127,1,4.3048e-05,0,0
occupancy,extreme,1,10,700,1,3,20,800,27.9955,561449,49992,497732,88.6513,2045,35
occupancy,extreme,1,10,700,1,3,20,3200,23.772,552239,42450,496439,89.8957,2042,43
occupancy,extreme,1,10,700,1,3,80,800,116.1,757359,207322,536123,70.7885,3620,1
occupancy,extreme,1,10,700,1,3,80,3200,99.5826,718749,177826,527472,73.3875,4140,10
occupancy,extreme,1,10,700,1,3,160,800,218.957,1014709,390995,607102,59.8302,1948,0
occupancy,extreme,1,10,700,1,3,160,3200,189.267,937509,337977,583672,62.2577,2261,1
occupancy,extreme,1,10,700,1,7,20,800,70.378,653629,125675,510461,78.0964,4434,12
occupancy,extreme,1,10,700,1,7,20,3200,59.7419,630589,106682,507327,80.4529,3872,12
occupancy,extreme,1,10,700,1,7,80,800,266.266,1143389,475475,637115,55.7216,1566,0
occupancy,extreme,1,10,700,1,7,80,3200,231.129,1046879,412730,617159,58.9523,1842,0
occupancy,extreme,1,10,700,1,7,160,800,467.788,1786769,835335,926582,51.858,818,0
occupancy,extreme,1,10,700,1,7,160,3200,412.387,1593749,736406,812760,50.9967,971,0
occupancy,extreme,1,10,700,1,11,20,800,115.585,756039,206402,535744,70.862,3632,1
occupancy,extreme,1,10,700,1,11,20,3200,99.0982,717639,176961,527273,73.4733,4160,11
occupancy,extreme,1,10,700,1,11,80,800,404.258,1572309,721890,827821,52.65,978,0
occupancy,extreme,1,10,700,1,11,80,3200,354.637,1411469,633281,757287,53.6524,1142,0
occupancy,extreme,1,10,700,1,11,160,800,664.463,2644589,1186541,1424007,53.8461,503,0
occupancy,extreme,1,10,700,1,11,160,3200,595.639,2322929,1063641,1192307,51.3277,598,0
occupancy,extreme,20,10,700,1,3,20,800,27.9955,561449,49992,497732,88.6513,2045,35
occupancy,extreme,20,10,700,1,3,20,3200,23.772,552239,42450,496439,89.8957,2042,43
occupancy,extreme,20,10,700,1,3,80,800,116.1,757359,207322,536123,70.7885,3620,1
occupancy,extreme,20,10,700,1,3,80,3200,99.5826,718749,177826,527472,73.3875,4140,10
occupancy,extreme,20,10,700,1,3,160,800,218.957,1014709,390995,607102,59.8302,1948,0
occupancy,extreme,20,10,700,1,3,160,3200,189.267,937509,337977,583672,62.2577,2261,1
occupancy,extreme,20,10,700,1,7,20,800,70.378,653629,125675,510461,78.0964,4434,12
occupancy,extreme,20,10,700,1,7,20,3200,59.7419,630589,106682,507327,80.4529,3872,12
occupancy,extreme,20,10,700,1,7,80,800,81.284,1143389,145150,954972,83.5212,2119,12
occupancy,extreme,20,10,700,1,7,80,3200,72.0446,1046879,128651,879277,83.9903,2466,12
occupancy,extreme,20,10,700,1,7,160,800,352.838,1786769,630067,5,0.000279835,5,0
occupancy,extreme,20,10,700,1,7,160,3200,305.96,1593749,546358,5,0.000313726,5,0
occupancy,extreme,20,10,700,1,11,20,800,70.2134,756039,125381,5,0.000661342,5,0
occupancy,extreme,20,10,700,1,11,20,3200,59.6842,717639,106579,5,0.000696729,5,0
occupancy,extreme,20,10,700,1,11,80,800,294.033,1572309,525059,5,0.000318004,5,0
occupancy,extreme,20,10,700,1,11,80,3200,249.931,1411469,446305,5,0.000354241,5,0
occupancy,extreme,20,10,700,1,11,160,800,588.045,2644589,1050081,5,0.000189065,5,0
occupancy,extreme,20,10,700,1,11,160,3200,509.957,2322929,910638,6,0.000258295,5,0
occupancy,extreme,1,20,700,1,3,20,800,28.5057,561459,50903,496140,88.3662,2685,137
occupancy,extreme,1,20,700,1,3,20,3200,24.1713,552239,43163,495144,89.6612,3058,171
occupancy,extreme,1,20,700,1,3,80,800,113.037,757359,201852,529798,69.9534,5833,25
occupancy,extreme,1,20,700,1,3,80,3200,97.3868,718759,173905,521271,72.5238,4544,41
occupancy,extreme,1,20,700,1,3,160,800,207.468,1014719,370478,606734,59.7933,3588,7
occupancy,extreme,1,20,700,1,3,160,3200,180.808,937499,322871,581013,61.9748,4126,21
occupancy,extreme,1,20,700,1,7,20,800,70.1529,653639,125273,509149,77.8945,2405,49
occupancy,extreme,1,20,700,1,7,20,3200,59.8993,630599,106963,504987,80.0805,2108,65
occupancy,extreme,1,20,700,1,7,80,800,250.288,1143399,446943,623499,54.5303,2886,1
occupancy,extreme,1,20,700,1,7,80,3200,217.924,1046879,389150,618544,59.0846,3408,5
occupancy,extreme,1,20,700,1,7,160,800,415.516,1786779,741992,916661,51.3024,1691,0
occupancy,extreme,1,20,700,1,7,160,3200,372.153,1593759,664559,813186,51.0231,1864,0
occupancy,extreme,1,20,700,1,11,20,800,112.166,756039,200297,528718,69.9326,5894,25
