Attack,AttackIntensity,Distance,Stations,PayloadSize,LoadFactor,MCS,ChannelWidth,GI,Throughput,TxPackets,RxPackets,LostPackets,PacketLossRate,Delay,Jitter
occupancy,extreme,1,20,700,1,11,20,3200,96.8548,717639,172955,510365,71.1172,2706,28
occupancy,extreme,1,20,700,1,11,80,800,363.626,1572319,649332,851862,54.1787,1914,1
occupancy,extreme,1,20,700,1,11,80,3200,323.814,1411459,578239,771097,54.6312,2175,1
occupancy,extreme,1,20,700,1,11,160,800,556.191,2644619,993198,1531040,57.8926,1073,0
occupancy,extreme,1,20,700,1,11,160,3200,508.039,2322939,907213,1311501,56.4587,1250,0
occupancy,extreme,20,20,700,1,3,20,800,28.5057,561459,50903,496140,88.3662,2685,137
occupancy,extreme,20,20,700,1,3,20,3200,24.1713,552239,43163,495144,89.6612,3058,171
occupancy,extreme,20,20,700,1,3,80,800,113.037,757359,201852,529798,69.9534,5833,25
occupancy,extreme,20,20,700,1,3,80,3200,97.3868,718759,173905,521271,72.5238,4544,41
occupancy,extreme,20,20,700,1,3,160,800,207.468,1014719,370478,606734,59.7933,3588,7
occupancy,extreme,20,20,700,1,3,160,3200,180.808,937499,322871,581013,61.9748,4126,21
occupancy,extreme,20,20,700,1,7,20,800,70.1529,653639,125273,509149,77.8945,2405,49
occupancy,extreme,20,20,700,1,7,20,3200,59.8993,630599,106963,504987,80.0805,2108,65
occupancy,extreme,20,20,700,1,7,80,800,76.3493,1143399,136338,957577,83.7483,4289,47
occupancy,extreme,20,20,700,1,7,80,3200,69.179,1046879,123534,857292,81.8903,4851,44
occupancy,extreme,20,20,700,1,7,160,800,356.238,1786779,636140,10,0.000559666,20,0
occupancy,extreme,20,20,700,1,7,160,3200,302.801,1593759,540716,10,0.000627447,21,0
occupancy,extreme,20,20,700,1,11,20,800,70.8943,756039,126597,10,0.00132268,25,10
occupancy,extreme,20,20,700,1,11,20,3200,59.0414,717639,105431,10,0.00139346,23,10
occupancy,extreme,20,20,700,1,11,80,800,299.82,1572319,535392,10,0.000636003,20,0
occupancy,extreme,20,20,700,1,11,80,3200,247.185,1411459,441401,10,0.000708487,23,0
occupancy,extreme,20,20,700,1,11,160,800,593.722,2644619,1060218,18,0.000680627,20,0
occupancy,extreme,20,20,700,1,11,160,3200,504.64,2322939,901143,16,0.000688783,20,0
